WS,ID,Visual Score,Biological Score,Conductivity (uS/cm),Turbidity (NTU),Phosphate (mg/l),Nitrate (mg/l),pH,Temperature (°C),E.coli (cfu),E.coli Method,date
BICO,201,,18.0,290.0,4.29,,0.2,6.1,,2505.0,,2013-01-13
BICO,301,33.0,11.0,62.0,2.71,,0.8,6.1,,375.0,,2013-01-13
MIDO,301,37.0,21.0,46.0,6.95,,0.5,6.3,,,,2013-01-13
MIDO,601,46.0,20.0,55.0,9.75,,0.1,6.3,,,,2013-01-13
MIDO,701,30.0,19.0,87.0,10.3,,0.2,6.2,,260.0,,2013-01-13
MIDO,704,,,122.0,5.6,,3.8,6.1,,,,2013-01-13
MIDO,719,,,85.0,14.5,,0.5,6.2,,,,2013-01-13
MIDO,801,,,81.0,15.3,,0.1,6.3,,,,2013-01-13
MIDO,802,36.0,11.0,75.0,3.75,,0.5,6.3,,245.0,,2013-01-13
MIDO,804,,,71.0,4.335,,0.6,6.5,,,,2013-01-13
MIDO,805,,,72.0,12.05,,0.3,6.6,,,,2013-01-13
NORO,501,,,69.0,15.15,,0.1,6.2,,,,2013-01-13
NORO,502,,,159.0,4.55,,1.0,6.3,,2455.0,,2013-01-13
NORO,503,35.0,15.0,70.0,12.7,,0.1,6.3,,670.0,,2013-01-13
NORO,506,,,127.0,3.05,,0.3,6.2,,1145.0,,2013-01-13
NORO,510,,,75.0,14.8,,0.5,6.1,,,,2013-01-13
NORO,516,29.0,1.0,176.0,3.21,,0.2,6.1,,295.0,,2013-01-13
NORO,517,,,175.0,2.8,,1.2,6.3,,,,2013-01-13
NORO,519,,,44.0,11.15,,0.1,6.0,,225.0,,2013-01-13
NORO,520,,,124.0,5.15,,0.8,6.3,,225.0,,2013-01-13
NORO,527,,,119.0,5.0,,1.1,6.3,,175.0,,2013-01-13
NORO,605,,,85.0,16.95,,0.8,6.4,,,,2013-01-13
NORO,612,,7.0,73.0,17.2,,1.1,6.0,,,,2013-01-13
BICO,101,40.0,,86.2,15.0,,0.8,7.4,,,,2013-04-20
BICO,201,43.0,17.0,52.7,9.58,,0.6,7.2,,720.0,,2013-04-20
BICO,301,35.0,16.0,70.3,4.37,,0.8,7.2,,15350.0,,2013-04-20
MIDO,101,44.0,,46.4,6.82,,0.4,7.6,,,,2013-04-20
MIDO,301,34.0,24.0,50.5,4.08,,0.3,7.7,,480.0,,2013-04-20
MIDO,305,,,47.4,7.68,,,7.6,,,,2013-04-20
MIDO,316,,,51.5,6.69,,0.5,7.6,,,,2013-04-20
MIDO,318,,,49.3,6.61,,,7.6,,,,2013-04-20
MIDO,504,,,67.8,15.9,,,7.6,,,,2013-04-20
MIDO,512,,,80.0,6.07,,,7.5,,,,2013-04-20
MIDO,601,49.0,21.0,59.2,23.0,,0.1,7.2,,575.0,,2013-04-20
MIDO,604,45.0,,61.5,22.3,,0.1,7.5,,,,2013-04-20
MIDO,608,33.0,,57.7,22.2,,0.9,7.6,,,,2013-04-20
MIDO,610,56.0,,57.6,20.1,,,7.6,,,,2013-04-20
MIDO,612,39.0,,27.3,22.0,,0.1,7.3,,,,2013-04-20
MIDO,616,46.0,,71.4,6.27,,0.3,7.05,,,,2013-04-20
MIDO,704,48.0,19.0,139.2,10.41,,3.2,7.3,,120.0,,2013-04-20
MIDO,706,,,,11.2,,0.0,7.4,,,,2013-04-20
MIDO,707,,,62.0,8.91,,,7.4,,,,2013-04-20
MIDO,709,,,71.9,5.99,,,7.3,,,,2013-04-20
MIDO,712,,,81.6,5.38,,,7.5,,,,2013-04-20
MIDO,719,45.0,,81.3,14.9,,0.7,7.5,,475.0,,2013-04-20
MIDO,726,48.0,,60.2,9.72,,,7.6,,,,2013-04-20
MIDO,801,34.0,,80.2,16.9,,0.6,7.4,,545.0,,2013-04-20
MIDO,802,38.0,9.0,79.9,5.2,,0.6,7.5,,510.0,,2013-04-20
MIDO,804,35.0,,36.2,4.64,,0.8,7.7,,650.0,,2013-04-20
MIDO,805,42.0,,35.0,8.21,,0.3,7.6,,1145.0,,2013-04-20
MIDO,806,43.0,,58.3,5.57,,0.3,7.5,,,,2013-04-20
MIDO,807,44.0,,57.0,5.37,,0.6,7.32,,,,2013-04-20
MIDO,810,40.0,,59.7,6.69,,,7.4,,,,2013-04-20
MIDO,811,36.0,,70.2,6.15,,,7.3,,,,2013-04-20
MIDO,812,48.0,,45.5,1.92,,0.9,7.4,,,,2013-04-20
MIDO,813,40.0,,82.6,19.0,,,7.5,,,,2013-04-20
MIDO,814,23.0,,32.2,3.65,,,7.1,,,,2013-04-20
MIDO,816,50.0,,63.5,4.94,,,4.5,,,,2013-04-20
MIDO,817,51.0,,64.5,5.94,,,5.5,,,,2013-04-20
MIDO,818,,,88.7,5.9,,0.2,7.5,,,,2013-04-20
MIDO,825,31.0,,68.6,3.69,,0.5,7.3,,,,2013-04-20
MIDO,828,,,65.2,8.36,,0.4,7.4,,,,2013-04-20
MIDO,831,29.0,,105.7,3.76,,,7.1,,,,2013-04-20
NORO,102,46.0,,86.8,19.7,,,7.1,,,,2013-04-20
NORO,108,46.0,,67.0,6.17,,,7.2,,,,2013-04-20
NORO,110,42.0,,84.8,17.7,,,7.4,,,,2013-04-20
NORO,111,37.0,,66.4,14.9,,,7.5,,,,2013-04-20
NORO,114,46.0,,91.1,20.0,,,7.2,,,,2013-04-20
NORO,115,51.0,,22.1,4.31,,,7.6,,,,2013-04-20
NORO,117,42.0,,44.2,4.26,,,7.5,,,,2013-04-20
NORO,401,36.0,,27.0,9.25,,0.2,7.3,,160.0,,2013-04-20
NORO,402,43.0,,49.3,6.8,,,7.3,,,,2013-04-20
NORO,404,43.0,,56.5,5.49,,0.4,7.3,,,,2013-04-20
NORO,405,45.0,,46.5,10.25,,,7.7,,,,2013-04-20
NORO,501,49.0,,67.1,21.8,,0.0,7.5,,,,2013-04-20
NORO,502,43.0,,76.4,5.56,,1.6,6.8,,,,2013-04-20
NORO,503,25.0,6.0,71.7,17.3,,0.5,7.3,,2720.0,,2013-04-20
NORO,504,30.0,,,,,0.1,7.4,,615.0,,2013-04-20
NORO,506,46.0,,130.1,4.2,,1.4,7.1,,,,2013-04-20
NORO,510,31.0,,82.5,18.8,,0.4,7.4,,748.0,,2013-04-20
NORO,511,30.0,,48.7,17.2,,0.8,7.7,,,,2013-04-20
NORO,515,24.0,,69.5,16.0,,0.6,7.6,,500.0,,2013-04-20
NORO,516,40.0,1.0,110.2,1.38,,0.7,6.6,,415.0,,2013-04-20
NORO,517,28.0,,91.5,4.13,,1.9,6.7,,685.0,,2013-04-20
NORO,518,34.0,,322.1,4.92,,0.8,6.7,,5200.0,,2013-04-20
NORO,519,35.0,,323.1,5.92,,1.8,7.7,,5201.0,,2013-04-20
NORO,520,39.0,,82.1,8.8,,0.8,7.0,,,,2013-04-20
NORO,527,33.0,,25.4,11.2,,0.1,7.3,,15.0,,2013-04-20
NORO,601,45.0,,552.0,7.59,,3.0,6.6,,,,2013-04-20
NORO,602,46.0,,553.0,8.59,,4.0,7.6,,,,2013-04-20
NORO,604,42.0,,556.5,8.13,,,6.7,,,,2013-04-20
NORO,605,,,92.2,11.0,,,7.4,,375.0,,2013-04-20
NORO,609,,,116.6,11.6,,0.7,7.4,,,,2013-04-20
NORO,610,30.0,,76.1,14.7,,0.4,7.5,,,,2013-04-20
NORO,618,34.0,,176.9,2.73,,1.8,7.1,,,,2013-04-20
BICO,101,,,73.3,37.9,,0.2,5.6,,,,2013-07-14
BICO,301,,,31.22,4.69,,0.5,5.2,,7200.0,,2013-07-14
MIDO,301,,19.0,42.5,11.9,,0.3,5.5,,475.0,,2013-07-14
MIDO,704,,27.0,121.8,6.02,,5.1,5.5,,325.0,,2013-07-14
MIDO,708,,,105.7,6.04,,4.2,5.4,,400.0,,2013-07-14
MIDO,801,,,73.4,20.5,,0.0,5.5,,,,2013-07-14
MIDO,802,,2.0,78.4,31.5,,0.6,5.3,,2075.0,,2013-07-14
MIDO,804,,,70.9,11.7,,0.7,4.2,,,,2013-07-14
MIDO,805,,,50.4,14.5,,0.3,5.0,,510.0,,2013-07-14
NORO,301,,,,,,,,,510.0,,2013-07-14
NORO,501,,,60.9,13.3,,0.4,3.6,,,,2013-07-14
NORO,503,,13.0,,,,,,,110.0,,2013-07-14
NORO,510,,,68.4,29.8,,0.0,5.5,,,,2013-07-14
NORO,519,,,38.1,10.43,,0.2,3.5,,625.0,,2013-07-14
NORO,520,,,130.0,11.7,,0.6,5.4,,280.0,,2013-07-14
NORO,605,,,77.1,2.05,,0.1,4.4,,610.0,,2013-07-14
NORO,609,,,75.5,31.8,,0.3,5.6,,425.0,,2013-07-14
NORO,618,,,165.9,4.09,,1.7,5.5,,,,2013-07-14
NORO,803,,,56.8,33.8,,0.0,4.3,,,,2013-07-14
BICO,101,44.0,,112.0,9.2,,,6.7,,200.0,,2013-10-06
BICO,301,45.0,12.0,64.5,3.94,,1.5,5.6,,507.5,,2013-10-06
MIDO,101,,,46.0,4.8,,0.5,6.6,,,,2013-10-06
MIDO,103,42.0,,103.0,10.2,,1.2,6.7,,35.0,,2013-10-06
MIDO,301,48.0,20.0,40.3,4.7,,0.4,6.6,,122.5,,2013-10-06
MIDO,502,49.0,,62.0,12.5,,,6.6,,,,2013-10-06
MIDO,505,32.0,,71.0,10.4,,,6.6,,,,2013-10-06
MIDO,509,47.0,,60.0,7.1,,,6.5,,,,2013-10-06
MIDO,515,43.0,,59.0,5.6,,,6.6,,,,2013-10-06
MIDO,601,35.0,15.0,59.0,7.1,,0.6,6.6,,572.5,,2013-10-06
MIDO,605,31.0,,63.0,7.1,,,6.5,,,,2013-10-06
MIDO,609,,,54.0,5.9,,1.2,6.2,,,,2013-10-06
MIDO,611,,,60.0,22.0,,0.2,6.4,,,,2013-10-06
MIDO,613,38.0,,66.0,28.5,,,6.4,,380.0,,2013-10-06
MIDO,614,,,65.0,11.6,,,6.8,,,,2013-10-06
MIDO,617,36.0,,81.0,55.0,,,6.3,,,,2013-10-06
MIDO,704,,21.0,106.0,8.5,,5.0,6.1,,675.0,,2013-10-06
MIDO,801,,,82.0,9.1,,1.0,6.4,,367.5,,2013-10-06
MIDO,802,43.0,13.0,65.0,6.3,,,4.6,,380.0,,2013-10-06
MIDO,821,46.0,,100.0,12.0,,,6.7,,,,2013-10-06
NORO,109,,,36.0,5.4,,,5.7,,,,2013-10-06
NORO,503,,13.0,82.0,14.9,,0.6,6.7,,32575.0,,2013-10-06
NORO,510,,,69.0,14.6,,0.6,6.5,,6280.0,,2013-10-06
NORO,514,33.0,,70.0,9.3,,0.8,7.0,,,,2013-10-06
NORO,516,,7.0,212.0,3.6,,1.5,6.3,,220.0,,2013-10-06
NORO,520,,,190.0,4.8,,1.3,6.6,,,,2013-10-06
NORO,609,41.0,,99.0,9.2,,1.0,6.7,,180.0,,2013-10-06
NORO,610,50.0,,80.0,18.1,,0.5,6.7,,,,2013-10-06
NORO,615,35.0,,187.0,1.6,,2.7,6.5,,,,2013-10-06
NORO,618,38.0,,119.0,2.5,,,6.7,,307.5,,2013-10-06
NORO,627,51.0,,208.0,3.8,,1.7,6.4,,,,2013-10-06
BICO,201,49.0,17.0,33.4,11.6,,1.3,6.2,,,,2014-01-26
MIDO,301,44.0,19.0,27.9,7.6,,0.3,6.9,,,,2014-01-26
MIDO,502,42.0,,40.6,13.6,,1.0,7.1,,,,2014-01-26
MIDO,504,39.0,,41.6,13.1,,1.2,6.9,,,,2014-01-26
MIDO,506,38.0,,41.0,23.7,,2.4,6.8,,,,2014-01-26
MIDO,507,46.0,,36.6,29.2,,2.0,6.7,,,,2014-01-26
MIDO,508,37.0,,41.1,32.8,,1.0,6.9,,,,2014-01-26
MIDO,511,33.0,,33.2,24.7,,1.1,6.9,,,,2014-01-26
MIDO,601,46.0,23.0,16.9,10.9,,0.2,7.2,,,,2014-01-26
MIDO,606,38.0,,40.7,11.2,,1.0,6.8,,,,2014-01-26
MIDO,702,33.0,,24.3,12.7,,0.8,6.9,,,,2014-01-26
MIDO,704,49.0,15.0,85.2,2.8,,3.4,6.8,,,,2014-01-26
MIDO,718,35.0,,23.0,33.5,,1.7,6.9,,,,2014-01-26
MIDO,719,,,62.0,13.5,,0.8,6.9,,,,2014-01-26
MIDO,801,35.0,,65.1,12.5,,1.8,7.0,,,,2014-01-26
MIDO,802,36.0,19.0,30.6,12.5,,1.0,7.2,,,,2014-01-26
MIDO,804,30.0,,51.9,6.5,,1.7,6.9,,,,2014-01-26
MIDO,805,40.0,,37.6,8.4,,0.9,6.7,,,,2014-01-26
NORO,503,,10.0,58.6,13.6,,1.6,5.7,,,,2014-01-26
NORO,510,,,46.2,19.7,,1.5,6.1,,,,2014-01-26
NORO,516,34.0,3.0,158.1,1.8,,1.3,6.5,,,,2014-01-26
NORO,520,37.0,,101.8,6.1,,1.5,6.8,,,,2014-01-26
NORO,603,,,382.2,8.3,,3.5,6.5,,,,2014-01-26
NORO,607,21.0,,140.5,1.15,,1.7,6.6,,,,2014-01-26
NORO,609,,,62.5,17.6,,4.8,6.9,,,,2014-01-26
NORO,611,,,46.9,8.5,,1.8,6.8,,,,2014-01-26
NORO,615,29.0,,121.7,4.5,,0.1,6.7,,,,2014-01-26
NORO,618,26.0,,88.0,10.9,,0.9,6.5,,,,2014-01-26
BICO,201,50.0,15.0,18.2,9.43,,1.0,,,,,2014-04-12
BICO,301,39.0,,65.3,2.96,,,,,500.0,,2014-04-12
MIDO,101,44.0,,33.4,8.36,,,,,,,2014-04-12
MIDO,103,41.0,,32.4,94.5,,,,,,,2014-04-12
MIDO,301,41.0,22.0,38.1,6.89,,,,,195.0,,2014-04-12
MIDO,305,47.0,,37.7,19.7,,,,,,,2014-04-12
MIDO,316,,,41.3,7.69,,,,,,,2014-04-12
MIDO,318,,,36.2,5.08,,,,,,,2014-04-12
MIDO,502,41.0,,50.0,0.37,,1.2,,,,,2014-04-12
MIDO,503,39.0,,42.1,14.8,,,,,,,2014-04-12
MIDO,504,28.0,,40.6,18.0,,,,,,,2014-04-12
MIDO,505,46.0,,53.5,21.4,,1.3,,,,,2014-04-12
MIDO,506,45.0,,55.4,6.73,,1.2,,,,,2014-04-12
MIDO,507,36.0,,68.8,0.62,,0.6,,,,,2014-04-12
MIDO,508,40.0,,52.7,16.0,,0.7,,,,,2014-04-12
MIDO,512,32.0,,31.9,10.1,,0.5,,,100.0,,2014-04-12
MIDO,604,38.0,,51.7,12.6,,,,,,,2014-04-12
MIDO,605,44.0,,49.4,24.0,,,,,,,2014-04-12
MIDO,606,46.0,,26.0,14.2,,0.9,,,,,2014-04-12
MIDO,608,,,72.4,7.24,,1.2,,,,,2014-04-12
MIDO,609,43.0,,44.2,6.64,,,,,,,2014-04-12
MIDO,610,45.0,,49.0,10.8,,1.1,,,,,2014-04-12
MIDO,611,40.0,,54.5,15.6,,1.1,,,,,2014-04-12
MIDO,612,33.0,,52.2,9.16,,,,,,,2014-04-12
MIDO,613,37.0,,46.3,19.8,,,,,,,2014-04-12
MIDO,616,,,67.0,8.87,,1.0,,,,,2014-04-12
MIDO,617,40.0,,42.0,19.5,,,,,,,2014-04-12
MIDO,704,49.0,,88.8,13.7,,,,,,,2014-04-12
MIDO,706,42.0,,18.0,10.21,,0.7,,,,,2014-04-12
MIDO,707,34.0,,72.1,7.63,,0.7,,,,,2014-04-12
MIDO,708,42.0,,46.1,3.59,,,,,,,2014-04-12
MIDO,718,39.0,,47.0,10.6,,,,,,,2014-04-12
MIDO,726,38.0,,45.2,9.14,,,,,,,2014-04-12
MIDO,801,32.0,,63.2,32.3,,1.8,,,175.0,,2014-04-12
MIDO,802,32.0,5.0,67.0,6.0,,0.9,,,175.0,,2014-04-12
MIDO,803,40.0,,99.0,2.31,,,,,,,2014-04-12
MIDO,804,37.0,,64.2,3.74,,0.9,,,355.0,,2014-04-12
MIDO,805,28.0,,57.2,3.74,,2.9,,,360.0,,2014-04-12
MIDO,807,37.0,,37.5,7.8,,,,,,,2014-04-12
MIDO,811,35.0,,73.3,37.9,,,,,,,2014-04-12
MIDO,813,41.0,,71.7,2.68,,1.3,,,,,2014-04-12
MIDO,814,32.0,,55.6,27.6,,,,,,,2014-04-12
MIDO,821,35.0,,,10.95,,1.7,,,,,2014-04-12
MIDO,825,30.0,,28.9,5.77,,,,,,,2014-04-12
MIDO,826,36.0,,71.4,4.32,,,,,,,2014-04-12
MIDO,831,48.0,,95.3,2.07,,,,,,,2014-04-12
NORO,108,,,,18.7,,,,,,,2014-04-12
NORO,114,44.0,,60.8,21.7,,,,,,,2014-04-12
NORO,201,23.0,,18.2,,,,,,,,2014-04-12
NORO,301,23.0,,21.0,19.4,,,,,,,2014-04-12
NORO,402,45.0,,31.8,4.54,,,,,,,2014-04-12
NORO,403,43.0,,25.4,6.05,,,,,,,2014-04-12
NORO,405,40.0,,36.6,12.7,,,,,,,2014-04-12
NORO,501,44.0,,62.0,13.9,,,,,,,2014-04-12
NORO,502,26.0,,295.8,34.1,,,,,,,2014-04-12
NORO,503,35.0,6.0,46.4,12.4,,,,,3850.0,,2014-04-12
NORO,504,43.0,,79.6,3.61,,,,,620.0,,2014-04-12
NORO,505,29.0,,49.4,32.4,,,,,,,2014-04-12
NORO,506,26.0,,37.8,6.66,,,,,,,2014-04-12
NORO,510,39.0,,48.2,33.0,,,,,500.0,,2014-04-12
NORO,511,27.0,,51.0,14.1,,,,,,,2014-04-12
NORO,512,45.0,,48.5,15.5,,,,,,,2014-04-12
NORO,513,28.0,,42.3,19.2,,,,,160.0,,2014-04-12
NORO,514,46.0,,52.6,15.1,,,,,,,2014-04-12
NORO,515,46.0,,43.4,15.3,,,,,230.0,,2014-04-12
NORO,516,37.0,,176.2,2.39,,,,,1300.0,,2014-04-12
NORO,517,,,115.5,4.19,,,,,,,2014-04-12
NORO,518,48.0,,60.0,32.8,,,,,,,2014-04-12
NORO,519,,,119.2,5.36,,,,,,,2014-04-12
NORO,520,34.0,,34.9,11.0,,,,,100.0,,2014-04-12
NORO,602,,,,8.37,,,,,,,2014-04-12
NORO,605,42.0,,63.6,8.98,,,,,320.0,,2014-04-12
NORO,609,45.0,,62.7,25.9,,,,,,,2014-04-12
NORO,610,37.0,,51.3,25.0,,,,,,,2014-04-12
NORO,612,,3.0,73.0,7.44,,,,,230.0,,2014-04-12
NORO,618,29.0,,100.6,72.6,,,,,325.0,,2014-04-12
BICO,201,,22.0,68.0,7.4,,1.7,7.4,,250.0,,2014-07-13
BICO,301,40.5,13.0,85.0,3.3,,2.0,6.9,,260.0,,2014-07-13
MIDO,301,46.0,18.0,54.0,6.3,,0.6,7.5,,205.0,,2014-07-13
MIDO,504,43.0,,69.0,14.5,,1.2,7.5,,,,2014-07-13
MIDO,509,38.0,,68.0,9.7,,1.0,7.1,,505.0,,2014-07-13
MIDO,510,40.0,,73.0,13.0,,1.2,7.4,,,,2014-07-13
MIDO,511,34.0,,64.0,5.4,,0.9,7.5,,795.0,,2014-07-13
MIDO,515,39.0,,64.0,6.8,,1.5,7.2,,,,2014-07-13
MIDO,704,40.0,28.0,144.0,6.0,,4.7,7.1,,50.0,,2014-07-13
MIDO,708,46.0,,169.0,6.0,,4.3,7.5,,495.0,,2014-07-13
MIDO,801,37.0,,82.0,76.0,,2.6,7.6,,250.0,,2014-07-13
MIDO,802,33.0,19.0,95.0,4.5,,0.8,7.5,,345.0,,2014-07-13
MIDO,804,32.0,,,,,,,,1045.0,,2014-07-13
MIDO,805,32.0,,,,,,,,275.0,,2014-07-13
MIDO,816,42.0,,76.0,10.5,,1.1,7.5,,,,2014-07-13
MIDO,817,53.0,,72.0,7.7,,1.0,7.5,,415.0,,2014-07-13
MIDO,818,,,118.0,3.0,,0.9,7.3,,,,2014-07-13
MIDO,820,44.0,,60.0,8.9,,1.1,7.5,,745.0,,2014-07-13
MIDO,828,36.0,,67.0,5.4,,1.0,7.3,,325.0,,2014-07-13
NORO,102,37.0,,81.7,78.5,,2.7,7.3,,,,2014-07-13
NORO,109,34.0,,48.5,9.9,,0.9,7.3,,,,2014-07-13
NORO,110,,,76.0,47.0,,2.8,7.3,,,,2014-07-13
NORO,111,41.0,,74.0,17.0,,1.1,7.4,,,,2014-07-13
NORO,115,46.0,,61.5,8.4,,0.8,7.5,,,,2014-07-13
NORO,117,40.0,,,,,,,,,,2014-07-13
NORO,503,42.0,13.0,87.0,14.0,,1.3,7.5,,500.0,,2014-07-13
NORO,510,,,80.0,47.0,,2.3,7.4,,2250.0,,2014-07-13
NORO,603,42.0,,52.0,2.8,,4.8,6.9,,,,2014-07-13
NORO,604,45.0,,61.0,6.0,,5.1,6.9,,,,2014-07-13
NORO,611,19.0,,,,,,,,,,2014-07-13
NORO,627,42.0,,60.0,2.9,,0.7,6.6,,105.0,,2014-07-13
BICO,201,19.0,17.0,55.4,,,2.2,6.67,,210.0,,2014-10-12
MIDO,103,37.0,,120.8,,,1.6,7.09,,,,2014-10-12
MIDO,301,45.0,19.0,48.1,,,1.5,6.97,,175.0,,2014-10-12
MIDO,305,41.0,,39.0,,,0.9,6.41,,,,2014-10-12
MIDO,601,51.0,20.0,59.1,,,1.8,6.88,,220.0,,2014-10-12
MIDO,605,37.0,,52.0,,,1.8,6.69,,495.0,,2014-10-12
MIDO,606,34.0,,50.9,,,0.7,6.79,,,,2014-10-12
MIDO,608,34.0,,58.9,,,0.8,7.25,,,,2014-10-12
MIDO,609,32.0,,67.4,,,0.5,6.96,,,,2014-10-12
MIDO,610,,,60.2,,,0.6,6.93,,,,2014-10-12
MIDO,611,40.0,,64.1,,,0.9,6.77,,,,2014-10-12
MIDO,613,43.0,,68.2,,,1.8,6.74,,,,2014-10-12
MIDO,616,36.0,,84.3,,,1.7,6.71,,1125.0,,2014-10-12
MIDO,617,46.0,,99.1,,,1.0,6.57,,,,2014-10-12
MIDO,701,40.0,3.0,64.4,,,1.9,6.75,,,,2014-10-12
MIDO,704,50.0,9.0,122.1,,,4.5,6.61,,,,2014-10-12
MIDO,801,,,108.2,,,1.5,7.22,,150.0,,2014-10-12
MIDO,802,32.0,17.0,73.7,,,0.3,6.3,,415.0,,2014-10-12
MIDO,804,,,69.6,,,1.8,6.89,,,,2014-10-12
MIDO,805,,,183.2,,,0.6,6.79,,,,2014-10-12
NORO,501,29.5,,78.8,,,2.0,6.5,,135.0,,2014-10-12
NORO,502,,,189.4,,,1.4,6.64,,495.0,,2014-10-12
NORO,503,34.0,10.0,72.0,,,1.9,6.88,,670.0,,2014-10-12
NORO,510,,,83.0,,,0.8,6.96,,450.0,,2014-10-12
NORO,513,,,79.5,,,0.7,7.0,,,,2014-10-12
NORO,517,38.0,,192.8,,,2.1,6.65,,,,2014-10-12
NORO,519,36.0,,43.7,,,1.9,6.32,,,,2014-10-12
NORO,527,40.0,,141.5,,,1.4,6.85,,870.0,,2014-10-12
NORO,605,37.5,,129.2,,,2.7,7.11,,225.0,,2014-10-12
NORO,609,40.0,,162.0,,,2.9,7.52,,,,2014-10-12
NORO,615,37.0,,69.1,,,0.8,6.88,,230.0,,2014-10-12
BICO,201,35.0,5.0,60.0,9.67,,1.4,7.3,,620.0,,2015-01-25
MIDO,101,35.0,,40.0,11.9,0.29,0.4,7.27,,,,2015-01-25
MIDO,103,40.0,,80.0,26.4,0.56,1.2,7.3,,,,2015-01-25
MIDO,305,46.0,,50.0,12.2,,1.0,7.3,,,,2015-01-25
MIDO,601,43.0,11.0,60.0,11.4,,1.0,7.2,,,,2015-01-25
MIDO,605,,,60.0,12.8,,,7.3,,,,2015-01-25
MIDO,606,,,60.0,12.4,,0.6,7.0,,300.0,,2015-01-25
MIDO,607,,,40.0,17.6,,0.1,6.9,,,,2015-01-25
MIDO,608,32.0,,60.0,12.5,,1.0,7.3,,,,2015-01-25
MIDO,609,36.0,,60.0,8.02,,,7.2,,,,2015-01-25
MIDO,610,39.0,,60.0,11.5,,0.7,7.3,,,,2015-01-25
MIDO,611,,,70.0,16.5,,0.9,7.0,,,,2015-01-25
MIDO,613,27.0,,70.0,19.6,,,6.8,,,,2015-01-25
MIDO,616,34.0,,80.0,8.17,,0.5,7.2,,100.0,,2015-01-25
MIDO,617,40.0,,,,,,,,,,2015-01-25
MIDO,704,42.0,,160.0,26.7,,5.3,6.7,,,,2015-01-25
MIDO,708,42.0,,170.0,11.6,,4.2,6.9,,350.0,,2015-01-25
MIDO,801,,,80.0,32.6,0.6,0.4,7.4,,,,2015-01-25
MIDO,802,29.0,,80.0,5.54,,0.7,7.3,,330.0,,2015-01-25
MIDO,804,36.0,,80.0,5.39,,1.2,7.5,,20.0,,2015-01-25
MIDO,805,44.0,,60.0,6.18,,0.6,7.3,,495.0,,2015-01-25
NORO,503,,10.0,70.0,11.3,,0.6,7.2,,,,2015-01-25
NORO,506,,,130.0,5.55,,1.1,6.6,,2200.0,,2015-01-25
NORO,510,,,70.0,22.8,0.17,0.8,7.29,,140.0,,2015-01-25
NORO,527,,,130.0,6.61,,0.9,6.9,,,,2015-01-25
NORO,605,,,90.0,22.1,0.13,1.8,7.2,,2000.0,,2015-01-25
NORO,607,41.5,,200.0,4.26,,1.9,7.1,,,,2015-01-25
NORO,609,,,100.0,21.4,0.25,1.2,7.3,,2350.0,,2015-01-25
NORO,618,27.5,,130.0,4.27,,1.6,7.3,,15400.0,,2015-01-25
BICO,101,,,83.1,12.0,,0.9,6.8,,,,2015-04-11
BICO,201,,21.0,49.9,12.0,,,6.7,,255.0,,2015-04-11
MIDO,101,,,49.0,10.0,,0.2,6.8,,,,2015-04-11
MIDO,103,,,92.0,15.0,,0.6,7.0,,,,2015-04-11
MIDO,301,,17.0,51.0,7.0,,0.2,6.9,,440.0,,2015-04-11
MIDO,305,,,57.0,15.0,,0.0,6.6,,1900.0,,2015-04-11
MIDO,316,,,71.0,6.9,,0.4,6.9,,,,2015-04-11
MIDO,318,,,48.0,6.5,,0.6,7.3,,,,2015-04-11
MIDO,502,,,51.0,16.0,,0.5,6.9,,,,2015-04-11
MIDO,504,,,58.0,13.0,,0.5,7.1,,,,2015-04-11
MIDO,505,,,59.0,20.0,,0.9,6.9,,,,2015-04-11
MIDO,506,,,64.0,7.3,,0.7,6.8,,,,2015-04-11
MIDO,507,,,56.0,15.0,,0.9,6.6,,,,2015-04-11
MIDO,508,,,61.0,18.0,,1.0,6.9,,,,2015-04-11
MIDO,509,,,49.0,13.0,,1.1,6.7,,,,2015-04-11
MIDO,510,,,51.0,13.0,,0.8,6.7,,,,2015-04-11
MIDO,511,,,59.0,17.0,,0.7,7.2,,,,2015-04-11
MIDO,512,,,53.0,,,0.1,6.9,,,,2015-04-11
MIDO,515,,,61.0,13.0,,,6.7,,,,2015-04-11
MIDO,601,,13.0,67.0,10.0,,0.3,7.3,,375.0,,2015-04-11
MIDO,604,,,55.0,20.0,,0.5,7.1,,,,2015-04-11
MIDO,605,,,59.0,17.0,,0.1,6.8,,,,2015-04-11
MIDO,606,,,57.0,17.0,,0.4,6.9,,,,2015-04-11
MIDO,608,,,62.0,15.0,,0.8,7.2,,,,2015-04-11
MIDO,609,,,60.0,10.0,,0.5,6.9,,385.0,,2015-04-11
MIDO,610,,,68.0,13.0,,0.7,6.8,,,,2015-04-11
MIDO,611,,,56.0,28.0,,,6.9,,,,2015-04-11
MIDO,612,,,54.0,12.0,,0.5,7.0,,,,2015-04-11
MIDO,613,,,65.0,22.0,,0.0,6.9,,,,2015-04-11
MIDO,614,,,61.0,11.0,,0.4,7.0,,,,2015-04-11
MIDO,616,,,71.0,6.9,,0.1,6.9,,,,2015-04-11
MIDO,617,,,65.0,21.0,,0.6,7.0,,,,2015-04-11
MIDO,702,,,63.0,13.0,,0.2,7.0,,,,2015-04-11
MIDO,704,,33.0,107.0,15.0,,4.3,6.2,,,,2015-04-11
